product_id,category,fabric,color
2934,jumpsuit,matte jersey,black
2936,culottes,cotton,black
2923,patterned top,cotton,white
2919,patterned top,cotton,violet
2925,patterned top,cotton,blue
2939,doll dress,georgette,yellow
2932,short sleeves,faux leather,black
2944,short sleeves,georgette,violet
2947,sleeveless,georgette,violet
2954,drop sleeve,scuba crepe,black
2951,short sleeves,georgette,black
2930,short sleeves,faux leather,violet
2928,doll dress,matte jersey,brown
2952,culottes,scuba crepe,black
2960,long sleeve,jacquard,black
2967,culottes,technical,black
2987,drop sleeve,georgette,black
2974,long dress,silky satin,red
2965,trapeze dress,crepe,violet
2964,trapeze dress,crepe,yellow
2977,culottes,technical,brown
2966,kimono dress,frise,brown
2976,doll dress,lurex,blue
2992,culottes,lurex,orange
2962,long sleeve,jacquard,black
2972,culottes,embossed,black
2975,long sleeve,fluid polyviscous,red
2984,long dress,cady,black
2973,long dress,silky satin,violet
2982,doll dress,embossed,black
2978,short sleeves,georgette,black
2941,long sleeve,cotton,black
2986,long sleeve,faux leather,brown
2970,short sleeves,georgette,yellow
2991,long sleeve,polyviscous,white
2916,long sleeve,cotton,white
2956,long sleeve,nice,black
2989,long sleeve,cotton,blue
2981,long sleeve,cotton,white
2968,long sleeve,cotton,blue
2980,long sleeve,cotton,white
3030,long sleeve,nice,black
2990,culottes,technical,black
3042,culottes,lurex,black
3041,culottes,dark jeans,blue
2979,culottes,technical,blue
3012,doll dress,georgette,violet
3017,short sleeves,paillettes,brown
3007,solid color top,plush,black
3025,solid color top,plush,grey
3040,long dress,georgette,green
2997,long dress,embossed,black
2969,long sleeve,georgette,black
3005,long sleeve,faux leather,black
2999,short sleeves,georgette,grey
3027,long coat,foam rubber,grey
3003,kimono dress,frise,brown
2993,long sleeve,technical,black
3032,long coat,foam rubber,blue
3019,culottes,light jeans,blue
3010,culottes,technical,black
2996,long sleeve,nice,black
3031,medium coat,foam rubber,black
2998,doll dress,georgette,brown
2971,long sleeve,faux leather,violet
3008,solid color top,matte jersey,orange
3002,long dress,lurex,grey
3036,sleeveless,georgette,black
3013,culottes,cady,black
3035,patterned top,frise,brown
3023,solid color top,lurex,black
3028,long coat,foam rubber,violet
3011,drop sleeve,georgette,white
3018,solid color top,lurex,violet
3024,culottes,dark jeans,blue
3026,long sleeve,nice,grey
3029,long sleeve,nice,grey
3000,medium coat,crepe,black
3022,long sleeve,nice,violet
3039,long coat,crepe,black
3052,long sleeve,nice,yellow
3087,solid color top,matte jersey,black
3083,drop sleeve,georgette,brown
3056,culottes,dark jeans,blue
3071,culottes,dark jeans,blue
3049,culottes,light jeans,blue
3004,solid color top,matte jersey,black
3044,culottes,milano stitch,black
3058,culottes,dark jeans,blue
3054,long sleeve,nice,yellow
3074,long sleeve,nice,black
3064,culottes,dark jeans,blue
3047,short cardigan,nice,black
3053,long sleeve,nice,black
3062,long sleeve,nice,black
3082,doll dress,cady,grey
3020,medium coat,foam rubber,violet
3070,culottes,cady,yellow
3055,long sleeve,nice,violet
3086,long sleeve,nice,green
3045,solid color top,matte jersey,black
3059,culottes,cady,blue
3093,culottes,dark jeans,blue
3009,solid color top,matte jersey,black
3068,long sleeve,nice,violet
3081,long sleeve,nice,green
3065,short sleeves,nice,black
3080,long sleeve,nice,black
3095,doll dress,georgette,black
3046,patterned top,matte jersey,black
3089,short sleeves,nice,grey
3006,drop sleeve,frise,yellow
3048,long sleeve,nice,black
3067,culottes,technical,black
3015,sheath dress,lurex,black
3066,long sleeve,nice,black
3078,long sleeve,dark jeans,blue
2995,culottes,dark jeans,blue
3050,culottes,dark jeans,blue
3076,culottes,light jeans,blue
3079,long sleeve,technical,black
3091,patterned top,matte jersey,grey
3133,culottes,cotton,black
3106,miniskirt,faux leather,black
3124,long sleeve,nice,black
3135,medium cardigan,nice,violet
3077,sleeveless,lurex,brown
3119,medium coat,foam rubber,violet
3118,medium coat,foam rubber,green
3113,medium coat,foam rubber,black
3099,doll dress,lace,brown
3112,drop sleeve,faux leather,black
3125,long sleeve,nice,violet
3057,sleeveless,lurex,green
3138,long sleeve,nice,violet
3105,trapeze dress,cady,black
3069,short sleeves,nice,brown
3109,long sleeve,nice,black
3107,long sleeve,faux leather,black
3104,long sleeve,nice,black
3103,culottes,cotton,violet
3037,long sleeve,nice,black
3108,solid color top,matte jersey,black
3097,short sleeves,nice,black
3088,kimono dress,nice,grey
3085,short sleeves,nice,grey
3061,kimono dress,nice,black
3115,culottes,bengaline,black
3131,culottes,cotton,black
3043,shirt dress,georgette,black
3100,sleeveless,lace,brown
3051,short cardigan,nice,green
3126,long sleeve,faux leather,black
3130,long sleeve,faux leather,black
3134,medium coat,polyviscous,brown
3114,long sleeve,nice,brown
3073,sleeveless,lurex,brown
3098,long sleeve,nice,violet
3122,long sleeve,nice,black
3123,long sleeve,nice,black
3128,long sleeve,nice,violet
3146,culottes,jacquard,black
3162,long sleeve,georgette,black
3188,drop sleeve,faux leather,black
3149,sleeveless,georgette,grey
3160,short sleeves,georgette,yellow
3178,long sleeve,dainetto,brown
3121,medium cardigan,nice,brown
3203,solid color top,devore,blue
3179,solid color top,devore,red
3186,culottes,milano stitch,black
3205,long coat,crepe,black
3153,long sleeve,faux leather,green
3152,long sleeve,faux leather,black
3120,long sleeve,nice,violet
3197,short coat,fur,black
3139,long sleeve,nice,black
3175,culottes,scuba crepe,black
3161,doll dress,georgette,black
3142,short sleeves,tulle,violet
3200,solid color top,acrylic,red
3193,solid color top,lurex,red
3195,solid color top,lurex,brown
3156,medium coat,acrylic,black
3185,long dress,tulle,black
3207,doll dress,silky satin,white
3181,miniskirt,silky satin,red
3144,short sleeves,tulle,black
3212,culottes,nylon,black
3165,short sleeves,georgette,white
3182,solid color top,devore,black
3136,medium cardigan,nice,black
3096,long sleeve,cotton,white
3157,short sleeves,georgette,black
3001,long sleeve,cotton,blue
3137,long sleeve,nice,brown
3164,culottes,milano stitch,grey
3173,long sleeve,georgette,violet
3169,short cardigan,nice,black
3172,gitana skirt,embossed,black
3147,jumpsuit,plisse,black
3199,doll dress,georgette,black
3141,medium cardigan,nice,black
3117,sleeveless,scuba crepe,black
3174,doll dress,georgette,blue
3148,doll dress,georgette,grey
3204,long cardigan,nice,black
3163,long sleeve,georgette,brown
3150,jumpsuit,plisse,green
3192,culottes,milano stitch,black
3102,long sleeve,nice,violet
3176,culottes,milano stitch,black
3187,doll dress,silky satin,red
3129,culottes,cotton,green
3158,drop sleeve,silky satin,black
3206,sleeveless,fur,black
3177,culottes,silky satin,red
3116,doll dress,scuba crepe,black
3155,culottes,jacquard,blue
3154,trapeze dress,crepe,yellow
3145,medium cardigan,nice,black
3168,solid color top,matte jersey,green
3159,culottes,scuba crepe,black
3166,sleeveless,silky satin,yellow
3190,culottes,polyviscous,brown
3170,solid color top,matte jersey,black
3183,sheath dress,lurex,black
3202,drop sleeve,georgette,black
3218,long sleeve,fur,black
3224,solid color top,acrylic,black
3210,solid color top,acrylic,grey
3167,solid color top,lace,black
3171,sleeveless,silky satin,violet
3216,long dress,scuba crepe,brown
3196,sheath dress,matte jersey,red
3226,doll dress,silky satin,brown
3090,solid color top,devore,violet
3228,long sleeve,silky satin,brown
3215,solid color top,lace,black
3221,sheath dress,technical,black
3225,medium coat,crepe,black
3208,sheath dress,scuba crepe,black
3231,medium cardigan,nice,black
3223,sheath dress,technical,brown
3219,long dress,scuba crepe,black
2938,long sleeve,faux leather,violet
3209,solid color top,acrylic,blue
3217,long dress,tulle,blue
3213,medium coat,acrylic,brown
3189,drop sleeve,polyviscous,brown
3222,solid color top,acrylic,violet
3214,culottes,technical,black
3237,long sleeve,nice,brown
3243,long sleeve,nice,black
3227,sheath dress,technical,yellow
3238,long sleeve,nice,black
3244,long sleeve,nice,brown
3242,long sleeve,nice,black
3256,long dress,georgette,black
3248,long sleeve,nice,violet
3260,long sleeve,nice,black
3132,culottes,technical,black
3239,culottes,polyviscous,grey
3253,long sleeve,nice,black
3261,sleeveless,fur,brown
3249,culottes,technical,grey
3233,long sleeve,georgette,black
3229,long sleeve,dainetto,black
3014,long sleeve,nice,black
3234,trapeze dress,cady,grey
3235,long sleeve,georgette,black
3255,long sleeve,nice,brown
3262,short sleeves,nice,black
3263,long sleeve,nice,grey
3271,long sleeve,nice,black
3247,long sleeve,nice,black
3259,long sleeve,nice,grey
3252,long sleeve,nice,black
3251,long sleeve,nice,black
3241,doll dress,georgette,black
3250,short sleeves,nice,black
3282,long sleeve,polyviscous,black
3265,short sleeves,nice,brown
3300,kimono dress,nice,black
3301,kimono dress,nice,grey
3275,short sleeves,nice,grey
3264,medium coat,acrylic,black
3287,long sleeve,fur,black
3230,sleeveless,fur,black
3290,doll dress,georgette,brown
3286,medium coat,foam rubber,blue
3274,long sleeve,nice,brown
3281,medium coat,foam rubber,black
3285,medium coat,foam rubber,violet
3280,medium coat,foam rubber,black
3297,long sleeve,georgette,white
3299,culottes,milano stitch,black
3257,short coat,foam rubber,brown
3293,long sleeve,milano stitch,black
3295,doll dress,georgette,black
3289,drop sleeve,georgette,black
3245,long duster,nice,black
3266,long duster,nice,grey
3288,long sleeve,lurex,black
3279,culottes,polyviscous,black
3270,medium cardigan,nice,violet
3254,long sleeve,georgette,black
3276,long sleeve,nice,brown
3277,medium cardigan,nice,black
3246,long sleeve,nice,black
3268,culottes,crepe,brown
3292,drop sleeve,fluid,white
3294,trapeze dress,fluid,blue
3291,long coat,cloth,black
3034,long sleeve,dainetto,black
3278,medium cardigan,nice,brown
3326,long sleeve,nice,black
3314,trapeze dress,polyviscous,black
3349,kimono dress,frise,black
3341,culottes,dark jeans,blue
3331,kimono dress,frise,grey
3332,kimono dress,frise,brown
3344,long coat,cotton,green
3312,sleeveless,georgette,black
3333,long sleeve,hron,grey
3342,culottes,cotton,black
3307,long duster,frise,grey
3316,trapeze dress,scuba crepe,black
3308,long duster,frise,brown
3258,long sleeve,nice,grey
3328,long sleeve,nice,black
3340,long sleeve,cotton,black
3302,medium coat,crepe,black
3351,long sleeve,nice,black
3317,culottes,polyviscous,black
3322,drop sleeve,embossed,brown
3335,culottes,polyviscous,brown
3320,culottes,shiny jersey,black
3311,sleeveless,shiny jersey,black
3343,medium cardigan,nice,black
3306,kimono dress,nice,black
3319,gitana skirt,georgette,black
3338,long sleeve,nice,brown
3323,long sleeve,fur,black
3346,sleeveless,fur,brown
3339,kimono dress,frise,black
3329,long sleeve,nice,brown
3354,kimono dress,frise,brown
3355,long sleeve,nice,violet
3321,doll dress,georgette,grey
3330,kimono dress,frise,brown
3315,doll dress,shiny jersey,black
3313,long sleeve,nice,violet
3309,sheath dress,silky satin,black
3353,long sleeve,nice,green
3334,long sleeve,nice,black
3318,long sleeve,nice,black
3350,medium cardigan,nice,brown
3345,long sleeve,nice,green
3347,long sleeve,nice,brown
3240,culottes,polyviscous,black
3361,long sleeve,georgette,black
3368,sleeveless,embossed,brown
3360,doll dress,cady,brown
3283,medium coat,foam rubber,brown
3387,long sleeve,silky satin,blue
3273,miniskirt,crepe,brown
3304,long sleeve,fur,black
3371,culottes,technical,brown
3381,long sleeve,faux leather,black
3362,long duster,nice,black
3310,culottes,dark jeans,blue
3337,long sleeve,cotton,white
3374,long sleeve,silky satin,grey
3376,long sleeve,georgette,white
3384,trapeze dress,polyviscous,red
3382,miniskirt,polyviscous,violet
3378,long coat,foam rubber,black
3324,sleeveless,fur,violet
3348,long sleeve,nice,black
3352,long sleeve,nice,violet
3201,medium coat,crepe,grey
3388,culottes,scuba crepe,black
3359,doll dress,embossed,brown
3356,medium cardigan,nice,brown
3386,long sleeve,georgette,black
3367,culottes,polyviscous,black
3336,long sleeve,nice,green
3358,long coat,cotton,black
3389,sheath dress,scuba crepe,black
3298,kimono dress,nice,grey
3327,culottes,dark jeans,blue
3369,long duster,frise,black
3365,long sleeve,georgette,red
3375,culottes,technical,black
3325,short sleeves,georgette,brown
3370,long coat,cloth,red
3390,long coat,foam rubber,black
3272,long sleeve,nice,brown
3383,long coat,foam rubber,brown
3373,patterned top,lurex,violet
3305,culottes,jacquard,red
3357,long coat,foam rubber,black
3366,long dress,lurex,brown
3403,maxi,acrylic,grey
3417,long coat,foam rubber,black
3401,long coat,cloth,black
3420,long sleeve,georgette,brown
3415,long sleeve,polyviscous,black
3380,doll dress,georgette,black
3399,patterned top,acrylic,white
3414,short coat,mutton,black
3418,kimono dress,frise,brown
3404,trapeze dress,polyviscous,white
3303,kimono dress,nice,brown
3407,short cardigan,nice,black
3413,long sleeve,polyviscous,white
3391,long sleeve,nice,black
3422,gitana skirt,georgette,brown
3398,long coat,cloth,black
3377,long sleeve,polyviscous,black
3416,short cardigan,nice,black
3385,solid color top,lace,black
3406,miniskirt,polyviscous,grey
3419,miniskirt,velvet,black
3410,long sleeve,nice,black
3396,long sleeve,nice,black
3372,long dress,lace,black
3393,doll dress,plisse,black
3421,doll dress,matte jersey,blue
3397,long coat,cloth,brown
3394,long sleeve,nice,black
3395,long coat,cloth,green
3392,doll dress,technical,brown
3408,doll dress,technical,black
3400,long sleeve,georgette,black
3379,drop sleeve,polyviscous,black
3402,culottes,fluid,black
3423,culottes,ottoman,black
3409,doll dress,lace,black
3405,culottes,dark jeans,blue
3269,long sleeve,fur,brown
3425,patterned top,jacquard,black
3443,doll dress,lurex,black
3458,long sleeve,nice,black
3441,medium coat,cloth,white
3429,long sleeve,georgette,black
3440,medium coat,cloth,black
3448,long sleeve,hron,grey
3477,long sleeve,georgette,brown
3431,sheath dress,lurex,white
3433,culottes,milano stitch,black
3449,sleeveless,lurex,grey
3457,solid color top,lurex,black
3455,trapeze dress,jacquard,red
3481,solid color top,lurex,brown
3447,long coat,foam rubber,black
3427,solid color top,lurex,black
3464,long coat,foam rubber,black
3363,medium coat,fur,black
3284,long sleeve,acrylic,grey
3465,long coat,foam rubber,green
3474,culottes,nice,black
3461,long sleeve,hron,brown
3434,culottes,technical,black
3467,short cardigan,hron,black
3426,sheath dress,ottoman,black
3473,short cardigan,hron,grey
3444,long sleeve,nice,brown
3482,long coat,foam rubber,black
3480,long sleeve,hron,black
3435,culottes,technical,black
3451,medium coat,cloth,red
3439,trapeze dress,technical,white
3430,culottes,shiny jersey,blue
3462,long sleeve,lace,violet
3466,long sleeve,hron,black
3437,long sleeve,ottoman,black
3424,culottes,nylon,black
3428,long sleeve,lace,black
3463,long sleeve,hron,violet
3450,short sleeves,hron,grey
3454,medium cardigan,nice,black
3452,sleeveless,acrylic,grey
3446,kimono dress,nice,black
3453,kimono dress,nice,grey
3472,long sleeve,hron,black
3445,long sleeve,hron,violet
3411,short coat,mutton,brown
3478,solid color top,lurex,brown
3442,long sleeve,acrylic,grey
3432,long sleeve,technical,black
3471,long sleeve,hron,grey
3468,long sleeve,nice,black
3456,medium cardigan,nice,brown
3487,solid color top,matte jersey,black
3483,short cardigan,hron,brown
3493,culottes,technical,black
3502,maxi,plush,blue
3496,solid color top,devore,black
3499,drop sleeve,polyviscous,brown
3490,long sleeve,nice,black
3492,short sleeves,nice,black
3470,solid color top,lurex,violet
3500,long sleeve,georgette,white
3501,solid color top,devore,black
3484,culottes,nice,black
3438,kimono dress,nice,brown
3476,kimono dress,nice,brown
3495,long coat,cloth,black
3489,trapeze dress,polyviscous,grey
3479,long coat,fur,brown
3498,culottes,nice,grey
3491,patterned top,plush,white
3494,trapeze dress,lurex,black
2957,sheath dress,paillettes,black
3475,long coat,foam rubber,brown
3485,sleeveless,shiny jersey,brown
3497,medium coat,crepe,black
3469,medium coat,acrylic,brown
3504,long sleeve,fur,black
3486,solid color top,matte jersey,grey
3506,short coat,foam rubber,black
3530,long sleeve,nice,black
3534,long sleeve,nice,black
3520,solid color top,lurex,black
3532,culottes,nylon,brown
3512,long coat,cloth,brown
3509,long coat,cloth,yellow
3533,short cardigan,nice,black
3529,culottes,cotton,black
3513,doll dress,acrylic,white
3505,culottes,milano stitch,black
3503,medium coat,fur,violet
3524,doll dress,lurex,black
3516,short cardigan,nice,black
3459,sleeveless,acrylic,violet
3511,kimono dress,acrylic,black
3525,long sleeve,nice,black
3517,long sleeve,nice,black
3535,culottes,cotton,black
3527,culottes,scuba crepe,black
3507,culottes,lurex,black
3412,kimono dress,frise,brown
3526,culottes,cotton,grey
3364,gitana skirt,georgette,yellow
3531,long dress,lurex,black
3537,kimono dress,acrylic,grey
3514,long coat,cloth,black
3586,culottes,dark jeans,blue
3585,long sleeve,hron,white
3538,long sleeve,nice,black
3528,sleeveless,acrylic,brown
3551,sleeveless,acrylic,black
3574,long sleeve,hron,violet
3575,patterned top,acrylic,green
3540,jumpsuit,lurex,black
3580,long coat,foam rubber,black
3576,long coat,foam rubber,brown
3523,doll dress,lurex,black
3553,long sleeve,nice,grey
3561,long sleeve,nice,black
3550,kimono dress,acrylic,grey
3546,kimono dress,acrylic,black
3543,gitana skirt,tulle,black
3536,kimono dress,acrylic,brown
3570,short coat,foam rubber,green
3566,short coat,foam rubber,black
3549,long sleeve,fur,black
3544,sleeveless,acrylic,black
3518,long sleeve,nice,grey
3578,long sleeve,hron,blue
3582,long sleeve,hron,grey
3573,long sleeve,hron,blue
3579,long sleeve,hron,grey
3569,long coat,foam rubber,white
3552,sleeveless,paillettes,black
3508,doll dress,velvet,black
3522,sheath dress,lurex,black
3539,long dress,paillettes,black
3515,drop sleeve,lurex,black
3572,long sleeve,velvet,violet
3545,culottes,milano stitch,black
3560,short cardigan,nice,black
3557,long sleeve,nice,red
3554,long sleeve,nice,black
3559,long sleeve,nice,grey
3521,long sleeve,frise,black
3555,short cardigan,nice,grey
3563,long sleeve,nice,red
3556,long sleeve,nice,black
3548,long sleeve,nice,grey
3510,miniskirt,scuba crepe,black
3519,long sleeve,nice,grey
3547,medium coat,piquet,black
3564,trapeze dress,scuba crepe,black
3565,long coat,foam rubber,black
3571,culottes,technical,black
3488,culottes,milano stitch,black
3587,long sleeve,hron,blue
3577,trapeze dress,scuba crepe,brown
3541,kimono dress,nice,black
3558,long sleeve,nice,black
3562,short cardigan,nice,black
3542,long sleeve,nice,grey
3588,long sleeve,hron,grey
3598,sheath dress,scuba crepe,red
3606,long sleeve,nice,black
3605,long sleeve,acrylic,white
3567,long sleeve,velvet,black
3597,long sleeve,acrylic,black
3583,short cardigan,hron,white
3603,kimono dress,frise,black
3589,short cardigan,hron,violet
3610,sleeveless,georgette,black
3584,culottes,dark jeans,blue
3581,culottes,dark jeans,blue
3600,kimono dress,lurex,black
3604,sheath dress,scuba crepe,black
3591,long dress,paillettes,black
3608,kimono dress,acrylic,brown
3593,doll dress,georgette,red
3592,trapeze dress,polyviscous,black
3568,long sleeve,hron,white
3607,doll dress,matte jersey,black
3601,culottes,milano stitch,grey
3595,culottes,scuba crepe,black
3590,long dress,velvet,black
3602,short coat,cloth,black
3596,medium cardigan,nice,black
3620,long sleeve,lurex,grey
3640,kimono dress,acrylic,green
3645,kimono dress,acrylic,yellow
3634,culottes,cotton,black
3650,short sleeves,acrylic,grey
3648,short sleeves,acrylic,black
3618,long sleeve,lurex,black
3635,kimono dress,acrylic,blue
3653,culottes,cotton,violet
3656,culottes,cotton,grey
3638,kimono dress,acrylic,violet
3619,kimono dress,frise,black
3611,culottes,technical,black
3622,long sleeve,georgette,black
3609,kimono dress,acrylic,grey
3651,short sleeves,acrylic,black
3641,short sleeves,acrylic,grey
3621,kimono dress,lurex,brown
3629,kimono dress,acrylic,red
3625,kimono dress,acrylic,blue
3657,medium coat,cloth,brown
3599,long sleeve,silky satin,red
3643,long dress,georgette,black
3594,doll dress,georgette,black
3639,patterned top,frise,blue
3630,patterned top,frise,black
3636,medium coat,cloth,black
3633,long sleeve,nice,black
3631,long sleeve,nice,brown
3655,long sleeve,acrylic,grey
3642,culottes,polyviscous,grey
3612,miniskirt,technical,black
3646,culottes,scuba crepe,black
3644,solid color top,matte jersey,black
3613,long sleeve,hron,violet
3628,maxi,silky satin,green
3616,long sleeve,hron,grey
3615,long sleeve,hron,brown
3617,culottes,nylon,black
3623,doll dress,matte jersey,black
3652,doll dress,matte jersey,blue
3627,long sleeve,polyviscous,grey
3624,short sleeves,georgette,green
3626,short sleeves,georgette,red
3637,patterned top,acrylic,black
3662,long dress,matte jersey,red
3666,long dress,matte jersey,black
3647,patterned top,matte jersey,grey
3632,patterned top,matte jersey,blue
3677,culottes,scuba crepe,brown
3678,culottes,scuba crepe,black
3649,patterned top,frise,white
3673,solid color top,acrylic,black
3671,solid color top,acrylic,brown
3682,long sleeve,nice,violet
3670,long sleeve,nice,black
2994,short cardigan,nice,black
3659,long sleeve,nice,brown
3661,long sleeve,nice,violet
3658,long sleeve,acrylic,violet
3674,solid color top,matte jersey,black
3676,solid color top,matte jersey,red
3679,long sleeve,nice,brown
3660,long sleeve,nice,black
3680,kimono dress,nice,grey
3668,kimono dress,nice,black
3675,kimono dress,nice,brown
3681,culottes,ottoman,black
3688,solid color top,acrylic,grey
3686,culottes,technical,black
3191,sleeveless,georgette,black
3180,sheath dress,lace,black
2961,short sleeves,paillettes,black
3697,maxi,acrylic,black
3704,maxi,acrylic,yellow
3721,kimono dress,nice,black
3692,solid color top,acrylic,violet
3684,long sleeve,nice,grey
3092,long dress,georgette,brown
3694,long sleeve,nice,violet
3689,culottes,crepe,black
3695,culottes,scuba crepe,black
2924,solid color top,lace,black
3184,solid color top,lace,green
3706,maxi,acrylic,black
3713,long sleeve,georgette,violet
2898,culottes,cotton,black
3709,culottes,technical,black
3690,culottes,scuba crepe,brown
3703,long sleeve,frise,black
3296,sleeveless,jacquard,grey
3716,doll dress,georgette,black
3698,kimono dress,frise,grey
3719,culottes,technical,black
3715,long sleeve,georgette,brown
3194,sheath dress,lace,green
3701,culottes,scuba crepe,black
2887,patterned top,lurex,violet
3699,kimono dress,frise,violet
3075,culottes,lace,black
2897,patterned top,lurex,grey
3707,long sleeve,nice,violet
3717,long sleeve,nice,black
3722,long sleeve,nice,blue
3737,maxi,scuba crepe,grey
3761,culottes,polyviscous,black
3714,culottes,scuba crepe,black
3764,long sleeve,georgette,black
3752,kimono dress,acrylic,brown
3748,long sleeve,georgette,white
3736,long sleeve,nice,white
3750,sleeveless,georgette,brown
3745,culottes,scuba crepe,black
3758,trapeze dress,scuba crepe,black
3723,long sleeve,nice,black
3742,solid color top,lurex,brown
3743,culottes,dark jeans,blue
3765,solid color top,lurex,black
3725,long sleeve,nice,violet
3727,long sleeve,nice,black
3735,kimono dress,nice,brown
3734,kimono dress,nice,grey
3101,long sleeve,cotton,black
2988,long coat,crepe,black
3728,long dress,georgette,brown
3747,doll dress,georgette,brown
3749,culottes,milano stitch,black
3111,long sleeve,cotton,white
3744,kimono dress,acrylic,brown
3724,medium cardigan,nice,black
3712,culottes,scuba crepe,black
3739,maxi,scuba crepe,yellow
3754,long sleeve,georgette,brown
3738,trapeze dress,acrylic,black
3732,long sleeve,nice,violet
3757,medium coat,foam rubber,violet
3710,long sleeve,nice,black
3726,long sleeve,nice,violet
3702,long sleeve,frise,black
3740,culottes,light jeans,blue
3760,culottes,dark jeans,blue
3741,long sleeve,georgette,black
3211,sheath dress,matte jersey,green
3753,trapeze dress,scuba crepe,brown
3084,jumpsuit,lurex,brown
3762,culottes,dark jeans,blue
3751,culottes,technical,black
3759,trapeze dress,scuba crepe,blue
3763,long sleeve,georgette,black
3720,long sleeve,faux leather,black
3705,long sleeve,georgette,black
3777,trapeze dress,polyviscous,black
3708,long sleeve,nice,black
3772,long sleeve,technical,black
3789,doll dress,georgette,black
3755,sheath dress,scuba crepe,black
3780,long sleeve,georgette,black
3782,long sleeve,silky satin,brown
3773,trapeze dress,polyviscous,grey
3792,long sleeve,cotton,white
2821,patterned top,matte jersey,grey
2942,patterned top,cotton,blue
3771,long sleeve,cotton,violet
3768,long sleeve,acrylic,brown
3785,long sleeve,scuba crepe,black
3776,culottes,cotton,black
3790,culottes,cotton,grey
3733,medium cardigan,nice,violet
3766,trapeze dress,scuba crepe,black
3788,short coat,foam rubber,black
3769,medium coat,foam rubber,black
3775,long sleeve,cotton,black
3779,short sleeves,georgette,black
3787,short sleeves,georgette,brown
3746,sleeveless,georgette,black
3786,culottes,technical,black
3784,doll dress,georgette,black
3791,doll dress,georgette,brown
3778,trapeze dress,crepe,grey
3614,long sleeve,faux leather,black
3783,trapeze dress,scuba crepe,black
3823,culottes,dark jeans,blue
3806,long sleeve,faux leather,black
3794,long sleeve,faux leather,black
3814,patterned top,lurex,violet
3815,sleeveless,embossed,black
3803,culottes,polyviscous,grey
3821,patterned top,lurex,violet
3824,long cardigan,acrylic,brown
3797,culottes,scuba crepe,black
3805,culottes,technical,red
3819,long sleeve,faux leather,red
3812,long sleeve,acrylic,brown
3798,culottes,scuba crepe,black
3826,trapeze dress,scuba crepe,grey
3811,culottes,scuba crepe,black
3809,drop sleeve,silky satin,black
3820,solid color top,lurex,violet
3793,short coat,foam rubber,violet
3781,doll dress,marocain,brown
3807,drop sleeve,silky satin,grey
2926,short sleeves,technical,black
3810,culottes,light jeans,blue
3796,long sleeve,faux leather,black
3151,long sleeve,faux leather,black
3829,culottes,technical,blue
3813,solid color top,lurex,black
3774,sleeveless,fur,black
3818,solid color top,lurex,violet
3837,doll dress,scuba crepe,black
3846,culottes,cotton,brown
3845,culottes,polyviscous,black
3852,culottes,cotton,green
3848,culottes,cotton,black
3808,sleeveless,embossed,black
3854,culottes,cotton,green
3834,drop sleeve,silky satin,brown
3844,long sleeve,milano stitch,black
3851,solid color top,lurex,black
3801,solid color top,lurex,black
3832,solid color top,lurex,brown
3802,solid color top,lurex,black
3838,trapeze dress,polyviscous,grey
3827,patterned top,lurex,green
3822,patterned top,lurex,brown
3836,long sleeve,scuba crepe,black
3817,culottes,dark jeans,blue
3804,culottes,dark jeans,blue
3850,solid color top,georgette,black
3828,culottes,light jeans,blue
3835,long sleeve,georgette,black
3853,solid color top,lurex,violet
3843,doll dress,georgette,white
3840,culottes,georgette,black
3839,sleeveless,scuba crepe,white
3847,long sleeve,scuba crepe,black
3756,long sleeve,acrylic,black
3866,patterned top,tulle,white
3864,patterned top,tulle,brown
3872,trapeze dress,scuba crepe,brown
3863,doll dress,georgette,black
3862,long sleeve,georgette,white
3881,culottes,scuba crepe,black
3731,long sleeve,nice,blue
3861,culottes,technical,brown
3897,culottes,dark jeans,blue
3879,culottes,silky satin,brown
3877,long sleeve,faux leather,black
3895,long sleeve,faux leather,brown
3880,solid color top,matte jersey,black
3885,culottes,cotton,violet
3858,long sleeve,polyviscous,black
3868,long sleeve,faux leather,black
3893,long sleeve,georgette,black
3886,long sleeve,scuba crepe,black
3875,long sleeve,georgette,brown
3894,short sleeves,georgette,violet
3867,short sleeves,georgette,white
3883,sleeveless,georgette,brown
3849,solid color top,matte jersey,violet
3873,jumpsuit,scuba crepe,black
3876,culottes,milano stitch,black
3882,patterned top,tulle,brown
3860,solid color top,matte jersey,black
3892,patterned top,tulle,black
3898,culottes,milano stitch,black
3874,sleeveless,georgette,yellow
3870,long sleeve,faux leather,black
3865,long sleeve,faux leather,black
3856,long sleeve,georgette,brown
3909,long sleeve,georgette,black
3908,long sleeve,silky satin,white
3906,long coat,cloth,black
3887,solid color top,matte jersey,violet
3905,long coat,cloth,grey
3907,long coat,cloth,blue
3903,doll dress,scuba crepe,black
3902,doll dress,georgette,grey
3842,long sleeve,georgette,black
3904,culottes,technical,black
3890,solid color top,lurex,violet
3871,sheath dress,scuba crepe,black
3931,doll dress,shiny jersey,black
3917,long sleeve,faux leather,black
3944,solid color top,matte jersey,red
3952,printed shirt,cotton,black
3945,solid color top,matte jersey,black
3948,solid color top,matte jersey,black
3929,printed shirt,cotton,black
3946,culottes,technical,black
3915,long sleeve,lurex,red
3941,long sleeve,faux leather,black
3935,culottes,bengaline,brown
3943,jumpsuit,lurex,green
